,NG-18809-DFG-ITS1-13_lib318461_6317_1,NG-18809-DFG-ITS1-14_lib318462_6317_1,NG-18809-DFG-ITS1-15_lib318463_6317_1,NG-18809-DFG-ITS1-16_lib318464_6317_1,NG-18809-DFG-ITS1-21_lib318469_6317_1,NG-18809-DFG-ITS1-24_lib318472_6317_1,NG-18809-DFG-ITS1-30_lib318478_6317_1,NG-18809-DFG-ITS1-34_lib318482_6317_1,NG-18809-DFG-ITS1-36_lib318484_6317_1,NG-18809-DFG-ITS1-4_lib318452_6317_1,NG-18809-DFG-ITS1-45_lib318493_6317_1,NG-18809-DFG-ITS1-47_lib318495_6317_1,NG-18809-DFG-ITS1-5_lib318453_6317_1,NG-18809-DFG-ITS1-6_lib318454_6317_1,NG-18809-DFG-ITS1-8_lib318456_6317_1,NG-18810-DFG-ITS2-0_lib317646_6313_1,NG-18810-DFG-ITS2-15_lib318510_6313_1,NG-18810-DFG-ITS2-18_lib318513_6313_1,NG-18810-DFG-ITS2-20_lib318515_6313_1,NG-18810-DFG-ITS2-21_lib318516_6313_1,NG-18810-DFG-ITS2-24_lib318519_6313_1,NG-18810-DFG-ITS2-26_lib318521_6313_1,NG-18810-DFG-ITS2-27_lib318522_6313_1,NG-18810-DFG-ITS2-28_lib318523_6313_1,NG-18810-DFG-ITS2-3_lib318498_6313_1,NG-18810-DFG-ITS2-34_lib318529_6313_1,NG-18810-DFG-ITS2-39_lib318534_6313_1,NG-18810-DFG-ITS2-42_lib318537_6313_1,NG-18810-DFG-ITS2-43_lib318538_6313_1,NG-18810-DFG-ITS2-9_lib318504_6313_1,taxonomy,Taxon,RS notes,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source
ASV1295,0,1.72E-05,0,0,0,0,0,0,0,0.000144687,0,0,0,0,0,0,0,0,3.59E-05,0,0,0,1.81E-05,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Macrolepiota;s__procera,Macrolepiota,Saprotroph,13,Saprotroph,Soil Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV13,0.001999776,0.080525824,0.020675458,0.006166028,0.00074753,0.010495613,0,0.000104417,0.036426607,0.000160763,0.068135703,0.001020249,0.002695277,0.000248975,0,0.00222786,0.057381843,0.070215505,0.0566637,0.000170437,0.000109831,0.070503977,0,0.025558528,0.204904092,0.004604148,0.100164336,0.085177155,0.009886055,0.006662395,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Varicosporium;s__unassigned,Varicosporium,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV131,0,0,0.000127863,0,0.000159237,0,0.000533007,0.004855383,0,0,0.000106124,0,0.000385506,0,0.004778172,4.49E-05,0.000189103,0.000167284,7.54E-05,0.000259714,0.001192451,0,0,0.000469959,0,0.000286498,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__unassigned;s__unassigned,Didymosphaeriaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))'"
ASV1317,0,0,0,0,0,0,0,0,0,5.22E-05,9.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__unassigned,Psathyrella,Saprotroph,13,Saprotroph,Wood Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV132,0,0,0,0,0,0,0,0,0,0,0.016262406,0,0,0,0,0,0,0.001323723,0,0,0,0,0,0,0,0,0,0.001215786,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__apiense,Tetracladium,Aquatic-Hyphomycete,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1323,0,0,0,0,0,0,0,0,0,0,3.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Piskurozyma;s__taiwanensis,-,,-,-,-,-,-,-,Unassigned,-
ASV1324,0,0,0,0,0,0,0.000109024,0,3.84E-05,0,6.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unassigned;g__unassigned;s__unassigned,Agaricales,Pathotroph-Saprotroph-Symbiotroph,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,Possible,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
ASV133,1.81E-05,0.000209533,0.001218961,0.001012518,0.001260627,0.000610874,0.000145366,9.92E-05,5.76E-05,0.000900275,0.000144328,0,0,0.000558048,0.000351837,0.000184409,0.000109944,0.000443665,0.000190207,0,0.000427557,0,6.78E-05,0.000293222,0.0002309,8.07E-05,0.000262131,7.22E-05,7.81E-05,0.000762724,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__persica,Preussia,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1335,0,0,0,0,0,0,0,0,0,0.000200954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__unassigned;g__unassigned;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV1336,0,7.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__unassigned,Plectosphaerella,Pathotroph-Symbiotroph,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Microfungus,NULL,Probable,"Plectosporium was introduced by Palm et al. (1995) for Fusarium tabacinum, the anamorph of Plectosphaerella cucumerina (Carlucci et al. 2012)","b'Palm et al. 1995. Mycologia 87:397-406 ((https://doi.org/10.1080/00275514.1995.12026545)); Carlucci et al. 2012. Persoonia 28:34-48 ((https://doi.org/10.3767/003158512X638251)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Li et al. 2017. Mycobiology 45:110-113 ((https://doi.org/10.5941/MYCO.2017.45.2.110))'"
ASV1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141211,0,0,0,0,0,0,0,0,5.34E-05,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__sublatispora,Psathyrella,Saprotroph,13,Saprotroph,Wood Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1346,0,0,0,0,0,0.000164466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__unassigned;s__unassigned,Fomitopsidaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Polyporoid,Brown Rot,Probable,"Most species are parasitic on woody plants, causing brown rots (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV1347,0,0,0,0,0,7.05E-05,0,0,0,0,0,0,9.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola;s__plicatilis-similis,Parasola,Saprotroph,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1351,0,0,0,0,0,3.36E-05,0,0,0,0,7.64E-05,0,0,0,7.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-05,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__restricta,-,,-,-,-,-,-,-,Unassigned,-
ASV136,0.000213358,7.90E-05,0.000340968,8.27E-05,0,6.38E-05,0.000163536,0.000642164,6.40E-05,0.000229088,2.12E-05,0.006813805,0,0.000691121,0.000109713,0.000129585,1.76E-05,0.000152737,0.000104075,8.12E-05,3.14E-05,0,0,0.000269122,0.000467432,4.04E-05,0.000352869,2.16E-05,0,0.000880946,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Buckleyzymaceae;g__Buckleyzyma;s__aurantiaca,Buckleyzyma,Saprotroph,13,Saprotroph,Undefined Saprotroph,Yeast,NULL,Probable,NULL,"b'Wang QM, et al. 2015. Studies in Mycology 81:149-189 ((https://doi.org/10.1016/j.simyco.2015.12.002))'"
ASV1362,0,0,0,0,0,0,9.39E-05,0.0002506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Melanconidaceae;g__unassigned;s__unassigned,Melanconidaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,"Saprobic or weakly parasitic in wood and bark, possibly endophytic (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV1366,6.15E-05,0,0,0,0,0,8.78E-05,0,0,0,8.49E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Clavatospora;s__longibrachiata,Halosphaeriaceae,Saprotroph,9,Saprotroph,Undefined Saprotroph-Wood Saprotroph,Microfungus,NULL,Probable,"Found in aquatic habitats, mostly in marine environments; saprobic on submerged or intertidal wood, occasionally associated with sand grains and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV1371,0,0,0,0,0,0,0,0,0.000121635,0,0,0,0,0,0,0,0,0,0,0,0,8.26E-05,0,0,0,0,0.000241967,9.74E-05,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Phaeohelotium;s__unassigned,Phaeohelotium,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-05,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__carnea,Taphrina,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
ASV1377,0,0,0,0,0,0,0,0,0,0,3.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__exitialis,Didymellaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1379,0,0,3.84E-05,0,0,0,2.73E-05,0,0,0,0,0,0,0,2.27E-05,9.97E-06,0,0,0,0,0,0,0,0,0,0,7.06E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__lagopus,Psathyrellaceae,Saprotroph,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,"Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV138,0,0,0,0.0004546,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0.000139964,0,0,0.000227166,0,0,0,0,0,0,0,0,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__sclerotiella,Mortierella,Saprotroph-Symbiotroph,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
ASV1386,0,0,0,0,0,0,8.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__multipedata,Psathyrella,Saprotroph,13,Saprotroph,Wood Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1387,0,0,0,0,0,0,0.000139309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Bovista;s__unassigned,Bovista,Saprotroph,13,Saprotroph,Soil Saprotroph,Gasteroid,NULL,Probable,Common name - puffball,"b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1391,1.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__cretae,Septoria,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1392,0,0,0,0,0,0,0,0,6.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05E-05,3.25E-05,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus;s__biglobosus,Plenodomus,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV140,4.70E-05,3.78E-05,2.13E-05,0.000144645,0,0,0.000145366,0.000151404,1.28E-05,1.61E-05,8.91E-05,0.017354641,0,2.58E-05,4.92E-05,0,0,0.000116371,2.15E-05,0,5.49E-05,0,0.001478113,2.01E-05,0.000140793,0,8.07E-05,5.05E-05,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Dothiora;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV1403,0,1.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema;s__byssoides,Amphinema,Symbiotroph,13,Symbiotroph,Ectomycorrhizal,Corticioid,NULL,Highly Probable,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
ASV1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,0,0,0,0,5.78E-05,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__curtus,Coprinellus,Saprotroph,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1425,1.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;s__phaeophysciae,-,,-,-,-,-,-,-,Unassigned,-
ASV143,0.000155498,0,6.39E-05,0.000115716,0.000415786,2.69E-05,0.000336158,0.000240159,6.40E-06,0,2.97E-05,0,0,0.000206048,7.94E-05,3.99E-05,0,0,0.000165085,2.03E-05,1.18E-05,0,3.62E-05,0,9.57E-05,3.23E-05,0.000262131,0.000173168,0,5.34E-05,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__wieringae,Filobasidium,Saprotroph,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Highly Probable,NULL,"b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'"
ASV1431,0,0,0.00010229,0,0,0,0,0,0,0,0.000123104,0,0,0,5.67E-05,0,0,0,0,0,0,0,4.07E-05,0,0,5.65E-05,0,0,0,5.34E-05,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__unassigned,Coprinellus,Saprotroph,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1436,0,0,0,0,0,0,0,0,0,0,0.000178288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25E-05,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidiales;f__Mytilinidiaceae;g__Lophium;s__arboricola,Lophium,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV144,0,0,0,7.44E-05,0,7.72E-05,5.15E-05,0,5.12E-05,0,0,0,0,0,0,0,1.76E-05,0.00020365,0.000200973,0,0,0,0,0,0.000292849,0,0.0003075,4.69E-05,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__carnescens,-,,-,-,-,-,-,-,Unassigned,-
ASV1441,0,0,0,0,0,0,0,0,0,0,0,0,0.000120879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__unassigned;s__unassigned,Massarinaceae,Pathotroph-Saprotroph,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,NULL,"b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
ASV1443,0,0,0,0,0,0,0,0,0,0,2.55E-05,0,0,0,0,0,0,0,0,0,0,0,9.04E-06,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Bensingtonia;s__unassigned,Bensingtonia,Saprotroph,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Highly Probable,NULL,"b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'"
ASV1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168703,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__unassigned,Gibberella,Pathotroph,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV1475,0,0,0,0,0,0,0,0.000203613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__unassigned;s__unassigned,Entolomataceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Agaricoid,NULL,Possible,"Saprobic or ectomycorrhizal, in both broadleaved and coniferous forests; a few species associated with other substrata such as dung and mosses (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); List compiled by John Plischke III ((http://home.comcast.net/~grifola/fungionfungi.pdf))'"
ASV1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152737,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Jahnulales;f__Aliquandostipitaceae;g__Xylomyces;s__aquaticus,Xylomyces,Saprotroph,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
ASV148,0,0.000388151,0,0,0,0,0,0.000292367,9.92E-05,0,0.001804104,0,0,0,0,0,0,0,5.38E-05,0,0,0,0,0,0.000129529,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cylindrodendrum;s__unassigned,Nectriaceae,Pathotroph-Saprotroph-Symbiotroph,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Possible,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'"
ASV1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-05,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiales_fam_Incertae_sedis;g__Atractospora;s__unassigned,-,,-,-,-,-,-,-,Unassigned,-
ASV1481,0,0,0,0,0,0,0,0,0,0,0.000110369,0,0,0,0,0,0,0,0,0,0,0.000123909,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__unassigned;s__unassigned,Melanommataceae,Saprotroph,9,Saprotroph,Wood Saprotroph,Microfungus,NULL,Probable,Saprobic on wood and bark (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
ASV1484,0,0,0,0,0,0,0.000115081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__sindonia,Inocybe,Symbiotroph,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,Sensu stricto (Matheny 2009).,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
ASV1503,0,0,0,0,0,0,0,0,0,0,0.000157063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__unassigned;s__unassigned,Pucciniaceae,Pathotroph,9,Pathotroph,Plant Pathogen,Rust,NULL,Probable,"Biotrophic, heteroecious or autoecious, associated with leaf and stem tissue of a very wide range of plants (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
